amtinstpaidbefduel24m_4187115A,annuity_780A,annuitynextmonth_57A,avginstallast24m_3658937A,avglnamtstart24m_4525187A,avgoutstandbalancel6m_4187114A,avgpmtlast12m_4525200A,credamount_770A,currdebt_22A,currdebtcredtyperange_828A,disbursedcredamount_1113A,downpmt_116A,inittransactionamount_650A,lastapprcommoditycat_1041M,lastapprcommoditytypec_5251766M,lastapprcredamount_781A,lastcancelreason_561M,lastotherinc_902A,lastotherlnsexpense_631A,lastrejectcommoditycat_161M,lastrejectcommodtypec_5251769M,lastrejectcredamount_222A,lastrejectreason_759M,lastrejectreasonclient_4145040M,maininc_215A,maxannuity_159A,maxannuity_4075009A,maxdebt4_972A,maxinstallast24m_3658928A,maxlnamtstart6m_4525199A,maxoutstandbalancel12m_4187113A,maxpmtlast3m_4525190A,previouscontdistrict_112M,price_1097A,sumoutstandtotal_3546847A,sumoutstandtotalest_4493215A,totaldebt_9A,totalsettled_863A,totinstallast1m_4525188A,description_5085714M,education_1103M,education_88M,maritalst_385M,maritalst_893M,pmtaverage_3A,pmtaverage_4527227A,pmtaverage_4955615A,pmtssum_45A
0.0,1167.8,0.0,,,,,13999.8,0.0,0.0,13999.8,0.0,,P109_133_183,a55475b1,10000.0,P94_109_143,,,a55475b1,a55475b1,40000.0,P94_109_143,P94_109_143,25000.0,4160.0,,2050.622,,,,,P111_125_171,13999.8,0.0,0.0,0.0,12538.601,,a55475b1,a55475b1,a55475b1,3439d993,a55475b1,,,,5978.4
,5394.4,0.0,,,,,52951.402,0.0,0.0,52951.402,0.0,,a55475b1,a55475b1,,a55475b1,,,a55475b1,a55475b1,,a55475b1,a55475b1,,,,,,,,,a55475b1,52951.402,,,0.0,0.0,,a55475b1,6b2ae0fa,a55475b1,a7fcb6e5,a55475b1,,,,
343400.84,1715.2001,10818.4,13857.601,,284957.9,10818.4,8298.0,246480.4,0.0,8298.0,0.0,,a55475b1,a55475b1,219882.0,a55475b1,,,a55475b1,a55475b1,50000.0,a55475b1,a55475b1,56000.0,137580.8,,219882.0,83350.2,155646.8,378453.4,10818.4,P133_44_167,8298.0,246480.4,246480.4,246480.4,651602.9,10818.4,a55475b1,a55475b1,a55475b1,a55475b1,a55475b1,,16146.0,,
9258.8,1319.8,3204.4001,1851.8,40578.0,32424.8,1851.8,43998.0,42656.0,0.0,21998.0,0.0,21998.0,P159_130_59,a55475b1,40578.0,a55475b1,,,a55475b1,a55475b1,,a55475b1,a55475b1,46000.0,4483.6,,25669.6,3204.4001,17234.0,49976.0,3204.4001,P158_150_171,21998.0,42656.0,42656.0,42656.0,36220.0,4154.4,a55475b1,717ddd49,a55475b1,3439d993,a55475b1,,,,
55237.2,3165.0,0.0,4603.2,,8280.0,,37978.0,0.0,0.0,37978.0,0.0,,a55475b1,a55475b1,40000.0,a55475b1,,,a55475b1,a55475b1,,a55475b1,a55475b1,40000.0,9200.0,,50186.2,4603.4,,46000.0,,P192_103_107,37978.0,0.0,,0.0,55240.0,,a55475b1,a55475b1,a55475b1,a55475b1,a55475b1,,,,1851.35
,1507.4,0.0,,,,,16554.0,0.0,0.0,16554.0,0.0,16554.0,a55475b1,a55475b1,,a55475b1,,,a55475b1,a55475b1,,a55475b1,a55475b1,,,,,,,,,a55475b1,16554.0,,,0.0,0.0,,a55475b1,a55475b1,a55475b1,a55475b1,a55475b1,,,,
,7260.2,0.0,,,,,121004.805,0.0,0.0,93004.805,0.0,93004.805,P159_130_59,a55475b1,92872.0,P73_130_169,,,a55475b1,a55475b1,,a55475b1,a55475b1,,0.0,,0.0,,,,,a55475b1,93004.805,0.0,,0.0,0.0,,a55475b1,a55475b1,a55475b1,a55475b1,a55475b1,,,,21565.771
0.0,3725.0,0.0,,,,,106000.0,0.0,0.0,106000.0,0.0,,P148_110_5,a55475b1,60000.0,a55475b1,,,a55475b1,a55475b1,,a55475b1,a55475b1,20000.0,106789.375,6760.0,86323.2,,,,,P170_5_78,0.0,0.0,0.0,0.0,236815.5,,a55475b1,717ddd49,a55475b1,3439d993,a55475b1,,7307.8003,,
3026.4001,2833.2,0.0,7092.8003,56798.0,30998.0,1513.2001,33998.0,28598.0,0.0,33998.0,0.0,,P12_6_178,a55475b1,56798.0,a55475b1,,,P52_56_90,a55475b1,21122.6,P99_56_166,P94_109_143,60000.0,18252.0,,18252.0,18252.0,43949.402,32998.0,1513.2001,P131_33_167,33998.0,28598.0,28598.0,28598.0,22652.0,1513.2001,a55475b1,a55475b1,a55475b1,a55475b1,a55475b1,,,,
98949.88,1215.6,0.0,5708.8003,,800.0,1541.0,11760.0,0.0,0.0,11760.0,0.0,,P12_6_178,a55475b1,18498.0,P94_109_143,,,a55475b1,a55475b1,40000.0,P99_56_166,P94_109_143,36000.0,130460.0,,79102.74,59184.6,18498.0,10980.0,,P197_47_166,11760.0,0.0,0.0,0.0,120240.0,,a55475b1,a55475b1,a55475b1,a55475b1,a55475b1,,,3880.6,
0.0,2544.0,0.0,,,,,25870.201,0.0,0.0,25870.201,0.0,,P52_56_90,a55475b1,4990.0,P94_109_143,,,P100_96_175,a55475b1,12920.0,P94_109_143,P94_109_143,9000.0,950.0,,0.0,,,,,P121_97_69,25870.201,0.0,0.0,0.0,7774.0,,a55475b1,39a0853f,a55475b1,3439d993,a55475b1,,,,
0.0,2177.6,0.0,,,,9864.8,21360.0,0.0,0.0,21360.0,0.0,,a55475b1,a55475b1,12000.0,a55475b1,,,P12_6_178,a55475b1,2096.0,a55475b1,a55475b1,5600.0,8983.8,,297.2,,,0.0,,a55475b1,21360.0,0.0,0.0,0.0,30723.8,,a55475b1,6b2ae0fa,a55475b1,a7fcb6e5,a55475b1,,,,
,2810.8,0.0,,,,,14000.0,0.0,0.0,14000.0,0.0,,a55475b1,a55475b1,,a55475b1,,,a55475b1,a55475b1,,a55475b1,a55475b1,,,,,,,,,a55475b1,14000.0,,,0.0,0.0,,a55475b1,a55475b1,a55475b1,a55475b1,a55475b1,,,,
,4096.6,0.0,,,,,21974.4,0.0,0.0,21974.4,0.0,,a55475b1,a55475b1,,a55475b1,,,a55475b1,a55475b1,,a55475b1,a55475b1,,,,,,,,,a55475b1,21974.4,,,0.0,0.0,,a55475b1,6b2ae0fa,a55475b1,38c061ee,a55475b1,,7599.6,,
303857.06,2879.0,10094.4,12154.2,51995.0,223238.53,17963.0,27398.0,201815.23,0.0,27398.0,0.0,,a55475b1,a55475b1,51995.0,P30_86_84,,,a55475b1,a55475b1,90000.0,P99_56_166,P30_86_84,120000.0,97865.87,,185444.8,106201.805,129872.805,302823.22,14427.4,P159_143_123,27398.0,254410.23,254410.23,201815.23,539614.06,18760.4,a55475b1,a55475b1,a55475b1,3439d993,a55475b1,,,,
72678.0,1305.0,0.0,4684.2,,0.0,,6767.6,0.0,0.0,6767.6,0.0,,P12_6_178,a55475b1,15738.0,a55475b1,,,a55475b1,a55475b1,20000.0,P99_56_166,P94_109_143,70000.0,11640.0,,47105.402,5819.2,,17457.0,,P91_50_167,6767.6,0.0,,0.0,125327.23,,a55475b1,a55475b1,a55475b1,a55475b1,a55475b1,,,,0.0
68746.6,1013.8,5288.2,5288.2,,12197.2,5288.2,5580.0,12197.2,12197.2,5580.0,0.0,,P159_130_59,a55475b1,19978.0,P85_114_140,,,P159_130_59,a55475b1,25998.0,a55475b1,a55475b1,70000.0,67108.805,,63444.0,5288.2,63444.0,84606.0,5288.2,P159_143_123,5580.0,12197.2,12197.2,12197.2,72408.805,5288.2,a55475b1,6b2ae0fa,a55475b1,a7fcb6e5,a55475b1,,,,
,3656.4001,0.0,,,,,19600.0,0.0,0.0,19600.0,0.0,,a55475b1,a55475b1,,a55475b1,,,a55475b1,a55475b1,,a55475b1,a55475b1,,,,,,,,,a55475b1,19600.0,,,0.0,0.0,,a55475b1,a55475b1,a55475b1,a55475b1,a55475b1,,,,18445.8
,4185.8003,0.0,,,,,23040.8,0.0,0.0,23040.8,0.0,,a55475b1,a55475b1,,a55475b1,,,a55475b1,a55475b1,,a55475b1,a55475b1,,,,,,,,,a55475b1,23040.8,,,0.0,0.0,,a55475b1,a55475b1,a55475b1,a55475b1,a55475b1,,,,0.0
,1386.6,0.0,8021.2,,,,8510.0,0.0,0.0,8510.0,6000.0,8510.0,P159_130_59,a55475b1,28290.201,a55475b1,,,a55475b1,a55475b1,,a55475b1,a55475b1,70000.0,69855.0,,65109.0,29928.6,,,,P162_18_172,14510.0,0.0,,0.0,336405.3,,a55475b1,6b2ae0fa,a55475b1,3439d993,a55475b1,,,,32841.2
35236.8,600.0,4113.0,3203.4001,,27472.287,,6000.0,16898.0,0.0,0.0,0.0,0.0,P12_6_178,a55475b1,39996.0,P94_109_143,,,a55475b1,a55475b1,20000.0,P99_56_166,P94_109_143,30000.0,8120.0,,47680.293,4113.0,,46458.0,,P112_89_137,0.0,16898.0,,16898.0,35560.0,,a55475b1,a55475b1,a55475b1,a55475b1,a55475b1,,,,7659.2026
0.0,2541.8,0.0,,,,,24578.0,0.0,0.0,24578.0,0.0,,P187_118_47,a55475b1,3678.0,a55475b1,,,P187_118_47,a55475b1,3818.4001,a55475b1,a55475b1,10000.0,7680.0,,0.0,,,,,P197_47_166,24578.0,0.0,,0.0,4506.0,,a55475b1,717ddd49,a55475b1,3439d993,a55475b1,,,,12400.0
14702.8,7356.4,0.0,2450.4001,,1043.534,,60000.0,0.0,0.0,60000.0,0.0,,P12_6_178,a55475b1,8978.0,a55475b1,,,a55475b1,a55475b1,80000.0,P99_56_166,P94_109_143,22000.0,3160.0,15000.0,22596.0,3130.6,,6261.2,,P214_3_99,0.0,0.0,,0.0,38231.0,,a55475b1,a55475b1,a55475b1,3439d993,a55475b1,,,,6883.0
9994.601,11420.4,0.0,2498.8,,3675.0,2498.8,106000.0,0.0,0.0,106000.0,0.0,,P12_6_178,a55475b1,10400.0,a55475b1,,,a55475b1,a55475b1,100000.0,P45_84_106,P94_109_143,20000.0,2600.0,,11198.0,2499.0,11198.0,12500.0,2497.6,P183_57_177,0.0,0.0,0.0,0.0,12500.0,,a55475b1,6b2ae0fa,a55475b1,3439d993,a55475b1,,,,
114230.81,1705.6,8581.4,6256.8003,,195790.75,,13920.0,283123.4,0.0,13920.0,0.0,,a55475b1,a55475b1,150000.0,a55475b1,,,a55475b1,a55475b1,70000.0,P94_109_143,P94_109_143,90000.0,57067.215,,73683.83,57074.0,,308913.4,,P31_1_182,13920.0,283123.4,,283123.4,140229.81,,a55475b1,a55475b1,a55475b1,a55475b1,a55475b1,,,,13135.601
30863.28,3629.0,0.0,3319.8,,5878.0,,86998.0,0.0,0.0,86998.0,0.0,,P159_130_59,a55475b1,8858.0,a55475b1,,,P109_133_183,a55475b1,8460.0,a55475b1,a55475b1,40000.0,11300.0,,25345.201,8945.4,,8858.0,,P165_156_178,86998.0,2918.0,,0.0,101021.08,,a55475b1,6b2ae0fa,a55475b1,a7fcb6e5,a55475b1,,,,6832.6
,10514.0,0.0,,,,,200000.0,0.0,0.0,200000.0,0.0,,a55475b1,a55475b1,,P85_114_140,,,P159_130_59,a55475b1,13204.0,P99_56_166,P94_109_143,,0.0,,0.0,,,,,a55475b1,0.0,,,0.0,0.0,,a55475b1,6b2ae0fa,a55475b1,3439d993,a55475b1,,,,
,9352.8,767.2,823.60004,,,,91800.0,6870.6,6870.6,91800.0,0.0,,P12_6_178,a55475b1,9198.0,P94_109_143,,,P21_79_33,a55475b1,32382.0,P94_109_143,a55475b1,28000.0,3673.2,,17236.8,955.4,,,,P147_21_170,91800.0,6870.6,,6870.6,66556.0,,a55475b1,6b2ae0fa,a55475b1,a7fcb6e5,a55475b1,,,,13383.0
61589.29,6355.0,0.0,3719.4001,,0.0,1306.0,52471.2,0.0,0.0,52471.2,0.0,,P53_45_92,a55475b1,29992.0,a55475b1,,,a55475b1,a55475b1,,a55475b1,a55475b1,60000.0,21300.0,,45356.152,16012.601,36121.0,25345.463,,P178_112_160,52471.2,0.0,0.0,0.0,130782.45,,a55475b1,6b2ae0fa,a55475b1,3439d993,a55475b1,,,,
0.0,1136.2001,0.0,,,,,12172.0,0.0,0.0,12172.0,0.0,,P12_6_178,a55475b1,21518.0,P94_109_143,,,a55475b1,a55475b1,60000.0,P94_109_143,P94_109_143,50000.0,6900.0,,0.0,,,,,P142_57_166,12172.0,0.0,0.0,0.0,30000.0,,a55475b1,6b2ae0fa,a55475b1,3439d993,a55475b1,,,,
48224.6,3460.2,0.0,2411.2,,8508.286,,41522.0,0.0,0.0,41522.0,0.0,,P159_130_59,a55475b1,49394.0,a55475b1,,,a55475b1,a55475b1,,a55475b1,a55475b1,40000.0,8800.0,,38016.0,2872.2,,25994.0,,P197_47_166,41522.0,0.0,,0.0,77700.0,,a55475b1,39a0853f,a55475b1,a7fcb6e5,a55475b1,,,,24956.465
11290.601,3541.8,0.0,3275.8,,,,30000.0,0.0,0.0,30000.0,0.0,,P159_130_59,a55475b1,10000.0,a55475b1,,,a55475b1,a55475b1,30000.0,P99_56_166,P94_109_143,50000.0,3982.0,,10487.601,3763.6,,11324.0,,P2_93_127,0.0,0.0,,0.0,19769.201,,a55475b1,a55475b1,a55475b1,a55475b1,a55475b1,,,,0.0
4146.4,4730.0,0.0,4146.2,,,4145.8003,52778.0,0.0,0.0,52778.0,0.0,,a55475b1,a55475b1,30000.0,P94_109_143,,,a55475b1,a55475b1,90000.0,P99_56_166,P94_109_143,37000.0,8540.0,,40237.0,4146.4,40237.0,22580.0,,P204_99_158,52778.0,0.0,0.0,0.0,66280.0,,2fc785b2,a55475b1,a55475b1,a55475b1,a55475b1,,,32320.0,
0.0,1870.6,0.0,,,,,17803.6,0.0,0.0,17803.6,0.0,,P52_56_90,a55475b1,8792.0,P94_109_143,,,P159_130_59,a55475b1,11652.0,P99_56_166,P94_109_143,7000.0,12760.0,,0.0,,,,,a55475b1,17803.6,0.0,0.0,0.0,20035.201,,a55475b1,717ddd49,a55475b1,3439d993,a55475b1,,,,0.0
263127.0,9329.601,17541.8,17541.8,,157857.0,17541.8,150000.0,122783.4,122783.4,150000.0,0.0,,a55475b1,a55475b1,300000.0,a55475b1,,,a55475b1,a55475b1,,a55475b1,a55475b1,100000.0,101015.2,,300000.0,17541.8,300000.0,350826.0,17541.8,P192_103_107,,122783.4,122783.4,122783.4,509481.4,17541.8,a55475b1,6b2ae0fa,a55475b1,3439d993,a55475b1,,,,
,4980.4,3849.0,4419.2,,,,40000.0,115573.71,99995.15,40000.0,0.0,,a55475b1,a55475b1,30450.0,a55475b1,,,a55475b1,a55475b1,0.0,P94_109_143,P94_109_143,100000.0,18472.658,,100035.36,5683.8003,,,,P181_116_184,,122155.71,,115573.71,324364.4,,a55475b1,717ddd49,a55475b1,3439d993,a55475b1,,,,5250.4
,3198.6,0.0,,,,,25294.0,0.0,0.0,25294.0,0.0,,a55475b1,a55475b1,,a55475b1,,,a55475b1,a55475b1,,a55475b1,a55475b1,,,,,,,,,a55475b1,25294.0,,,0.0,0.0,,2fc785b2,717ddd49,a55475b1,3439d993,a55475b1,,,,
3277.2,870.60004,0.0,1092.4,,,0.0,7000.0,0.0,0.0,7000.0,4000.0,,P159_130_59,a55475b1,2910.0,P94_109_143,,,P148_110_5,a55475b1,64594.0,P45_84_106,P94_109_143,25000.0,2676.0,,6463.1323,1092.6,3044.0,,0.0,P17_3_178,11000.0,9202.2,9202.2,0.0,3277.2,8026.2,2fc785b2,717ddd49,a55475b1,3439d993,a55475b1,,,,
12264.4,1318.6,0.0,4088.2,,,4088.2,21978.0,0.0,0.0,21978.0,0.0,21978.0,P109_133_183,a55475b1,11580.0,a55475b1,,,a55475b1,a55475b1,,a55475b1,a55475b1,30000.0,4100.0,,11580.0,4088.2,11580.0,8164.4,,P88_67_148,21978.0,0.0,0.0,0.0,12264.4,,a55475b1,a55475b1,a55475b1,a55475b1,a55475b1,,,,
,6083.6,0.0,,,,,59998.0,0.0,0.0,59998.0,10000.0,,a55475b1,a55475b1,,P94_109_143,,,P148_110_5,a55475b1,35542.0,P198_131_9,P94_109_143,,0.0,,0.0,,,,,a55475b1,69998.0,,,0.0,0.0,,a55475b1,a55475b1,a55475b1,a55475b1,a55475b1,,,,5100.0
5824.0,1741.0,0.0,2911.8,,4300.0,,9239.4,0.0,0.0,9239.4,0.0,,P53_45_92,a55475b1,15998.0,a55475b1,,,P148_110_5,a55475b1,34996.0,P99_56_166,P94_109_143,30000.0,3041.0,,17471.0,2912.0,,17480.0,,P178_112_160,10440.0,0.0,,0.0,31243.0,,a55475b1,717ddd49,a55475b1,3439d993,a55475b1,,,,0.0
,2480.4001,0.0,1284.2001,,,,51347.2,0.0,0.0,51347.2,0.0,,P159_130_59,a55475b1,49920.0,a55475b1,,,a55475b1,a55475b1,,a55475b1,a55475b1,40000.0,17988.365,,29320.0,1824.2001,,,,P112_89_137,51347.2,0.0,,0.0,63128.363,,a55475b1,a55475b1,a55475b1,3439d993,a55475b1,,,,12813.601
,5691.6,0.0,2199.2,,,,30525.6,0.0,0.0,30525.6,0.0,,P12_6_178,a55475b1,6596.0,a55475b1,,,a55475b1,a55475b1,,a55475b1,a55475b1,80000.0,6596.0,,6596.0,2199.4001,,,,P157_94_145,30525.6,0.0,,0.0,6597.4,,a55475b1,6b2ae0fa,a55475b1,3439d993,a55475b1,,,,34000.418
98643.62,4853.8003,0.0,5480.2,,32097.838,5974.6,60000.0,0.0,0.0,60000.0,0.0,,P159_130_59,a55475b1,75376.0,a55475b1,,,a55475b1,a55475b1,,a55475b1,a55475b1,80000.0,31540.81,5800.0,75376.0,27335.4,75376.0,72906.81,27335.41,P19_11_176,0.0,0.0,0.0,0.0,136505.48,31530.01,a55475b1,717ddd49,a55475b1,3439d993,a55475b1,,,,
43472.77,2071.0,2069.6,2424.2,20000.0,21614.205,3009.8,20000.0,14295.56,14295.56,20000.0,0.0,,a55475b1,a55475b1,20000.0,a55475b1,,,a55475b1,a55475b1,,a55475b1,a55475b1,38000.0,22332.0,97760.0,29458.395,7153.6,17357.8,32493.568,2069.6,P142_58_152,,14295.56,14295.56,14295.56,94082.81,2069.6,a55475b1,6b2ae0fa,a55475b1,3439d993,a55475b1,,,,
,4085.0,2369.4001,3865.0,,,,21806.201,11845.0,11845.0,21806.201,20000.0,,P21_79_33,a55475b1,10412.0,a55475b1,,,a55475b1,a55475b1,,a55475b1,a55475b1,40000.0,13589.4,,21560.0,6108.6,,,,P123_6_84,41806.2,11845.0,,11845.0,23067.0,,a55475b1,6b2ae0fa,a55475b1,3439d993,a55475b1,,,,43526.56
60937.176,3268.6,0.0,3164.4001,,8927.58,3555.0,57679.2,0.0,0.0,57679.2,0.0,,P148_110_5,a55475b1,10540.0,a55475b1,,,a55475b1,a55475b1,,a55475b1,a55475b1,50000.0,76860.0,,82357.25,7506.2,26846.0,88743.695,3769.738,P140_34_167,57679.2,0.0,0.0,0.0,135918.11,5079.538,a55475b1,a55475b1,a55475b1,a55475b1,a55475b1,,,,0.0
,2399.8,0.0,,,,,46476.0,0.0,0.0,46476.0,320.0,,a55475b1,a55475b1,,a55475b1,,,a55475b1,a55475b1,,a55475b1,a55475b1,,,,,,,,,a55475b1,46796.0,,,0.0,0.0,,a55475b1,a55475b1,a55475b1,a55475b1,a55475b1,,,,
101394.94,2279.2,3587.8,4999.2,,37345.71,,37988.0,21479.6,0.0,37988.0,0.0,37988.0,P148_110_5,a55475b1,42996.0,P69_72_116,,,P159_130_59,a55475b1,18215.6,P69_72_116,P69_72_116,60000.0,26488.326,,79103.586,22439.201,,100443.09,,P6_35_77,37988.0,21479.6,,21479.6,128892.33,,a55475b1,717ddd49,a55475b1,a7fcb6e5,a55475b1,,,,6958.4
,993.0,0.0,,,,,11916.0,0.0,0.0,11916.0,0.0,,a55475b1,a55475b1,,a55475b1,,,a55475b1,a55475b1,,a55475b1,a55475b1,,,,,,,,,a55475b1,11916.0,,,0.0,0.0,,a55475b1,a55475b1,a55475b1,a55475b1,a55475b1,,,,4600.0
,1691.2001,0.0,,,,,20294.0,0.0,0.0,20294.0,0.0,,a55475b1,a55475b1,,a55475b1,,,a55475b1,a55475b1,,a55475b1,a55475b1,,,,,,,,,a55475b1,20294.0,,,0.0,0.0,,a55475b1,6b2ae0fa,a55475b1,3439d993,a55475b1,,,,5100.0
49016.26,1444.2001,4926.2,2955.8,100000.0,76900.2,4041.8,36073.0,162540.61,0.0,24073.0,0.0,24073.0,a55475b1,a55475b1,72994.0,P30_86_84,,,a55475b1,a55475b1,60000.0,P99_56_166,P30_86_84,,104786.4,,56945.8,10415.601,27993.6,176337.3,10415.698,P131_33_167,24073.0,162540.61,162540.61,162540.61,300636.72,17234.7,a55475b1,6b2ae0fa,a55475b1,3439d993,a55475b1,,,,
52956.133,1439.8,4499.2,2647.8,,55699.47,,47998.0,40482.8,0.0,23998.0,0.0,23998.0,P159_130_59,a55475b1,53978.0,a55475b1,,,a55475b1,a55475b1,,a55475b1,a55475b1,50000.0,16600.0,,54063.688,4499.2,,71982.805,,P109_162_152,23998.0,44982.8,,40482.8,101636.49,,a55475b1,6b2ae0fa,a55475b1,3439d993,a55475b1,,,,15548.8
7923.5244,1124.8,0.0,3961.8,,,5887.0,11397.601,0.0,0.0,11397.601,0.0,,P100_96_175,a55475b1,7000.0,P94_109_143,,,a55475b1,a55475b1,60000.0,P99_56_166,P94_109_143,86400.0,11840.0,,36065.2,5887.0,7429.6,0.0,,P99_138_91,11397.601,0.0,0.0,0.0,108900.805,,a55475b1,6b2ae0fa,a55475b1,3439d993,a55475b1,,7223.4,,
,4720.4,0.0,,,,,61000.0,0.0,0.0,61000.0,0.0,,a55475b1,a55475b1,30000.0,P94_109_143,,,a55475b1,a55475b1,60000.0,a55475b1,P94_109_143,,0.0,,0.0,,,,,a55475b1,,0.0,,0.0,0.0,,2fc785b2,a55475b1,a55475b1,a55475b1,a55475b1,,,12163.4,
,4992.8003,0.0,,,,,59912.0,0.0,0.0,59912.0,0.0,,a55475b1,a55475b1,,P94_109_143,,,P159_130_59,a55475b1,24460.0,P99_56_166,P94_109_143,,0.0,,0.0,,,,,a55475b1,59912.0,,,0.0,0.0,,a55475b1,6b2ae0fa,a55475b1,a7fcb6e5,a55475b1,,,,4568.8003
58528.72,1116.0,0.0,4550.2,,6167.154,4165.0,21598.0,0.0,0.0,21598.0,0.0,,P159_130_59,P75_90_70,32996.0,P94_109_143,,,a55475b1,a55475b1,13600.0,P198_131_9,P94_109_143,17000.0,151000.0,,115393.164,10884.8,19227.6,36235.023,3856.0,P98_137_111,21598.0,0.0,0.0,0.0,245490.61,3958.0923,2fc785b2,6b2ae0fa,a55475b1,b6cabe76,a55475b1,,,,
,5613.0,0.0,,,,,57080.0,0.0,0.0,57080.0,0.0,,a55475b1,a55475b1,,a55475b1,,,a55475b1,a55475b1,,a55475b1,a55475b1,,,,,,,,,a55475b1,57080.0,,,0.0,0.0,,2fc785b2,a55475b1,a55475b1,3439d993,46b968c3,,,,
28010.4,3600.0,2543.2,2546.4001,,5382.172,,60000.0,1953.6,0.0,0.0,0.0,0.0,P159_130_59,a55475b1,25876.0,P94_109_143,,,a55475b1,a55475b1,100000.0,P99_56_166,P94_109_143,20000.0,20600.0,,30533.6,2546.4001,,30553.6,,P112_89_137,0.0,1953.6,,1953.6,28600.0,,a55475b1,6b2ae0fa,a55475b1,3439d993,a55475b1,,,,3962.4001
7894.31,1096.2001,0.0,3951.8,,2420.0,3951.8,18270.0,0.0,0.0,0.0,0.0,0.0,a55475b1,a55475b1,0.0,P180_60_137,,,a55475b1,a55475b1,10000.0,P94_109_143,P94_109_143,,9680.0,,11213.4,3960.8,11213.4,11940.0,,P173_115_85,,0.0,0.0,0.0,11940.0,,2fc785b2,717ddd49,a55475b1,3439d993,a55475b1,,,,
,3390.0,0.0,,,,,40680.0,0.0,0.0,40680.0,0.0,,a55475b1,a55475b1,,a55475b1,,,a55475b1,a55475b1,,a55475b1,a55475b1,,,,,,,,,a55475b1,40680.0,,,0.0,0.0,,a55475b1,a55475b1,a55475b1,a55475b1,a55475b1,,,,
138477.83,4420.4,0.0,9486.601,,,,52996.0,0.0,0.0,52996.0,0.0,,a55475b1,a55475b1,100000.0,a55475b1,,,a55475b1,a55475b1,60000.0,P94_109_143,P94_109_143,40000.0,103920.0,,103980.0,51983.6,,65300.0,,P109_162_152,52996.0,0.0,,0.0,227980.0,,a55475b1,6b2ae0fa,a55475b1,3439d993,a55475b1,,,,0.0
,2766.2,0.0,,,,,26326.201,0.0,0.0,26326.201,0.0,,a55475b1,a55475b1,,P24_27_36,,,a55475b1,a55475b1,,a55475b1,a55475b1,,0.0,,0.0,,,,,a55475b1,26326.201,,,0.0,0.0,,a55475b1,a55475b1,a55475b1,a55475b1,a55475b1,,,,
69197.086,1731.4,0.0,4463.6,,7169.894,4405.2,9270.0,0.0,0.0,9270.0,0.0,,P159_130_59,a55475b1,20600.0,a55475b1,,,a55475b1,a55475b1,100000.0,P94_109_143,P94_109_143,85000.0,9593.015,,57575.2,7806.0,20600.0,46336.87,4246.472,P217_160_113,9270.0,0.0,0.0,0.0,205387.89,4246.472,2fc785b2,6b2ae0fa,a55475b1,3439d993,a55475b1,,,,
,1730.0,0.0,,,,,14436.0,0.0,0.0,14436.0,0.0,14436.0,a55475b1,a55475b1,,a55475b1,,,a55475b1,a55475b1,,a55475b1,a55475b1,,,,,,,,,a55475b1,14436.0,,,0.0,0.0,,a55475b1,a55475b1,a55475b1,a55475b1,a55475b1,,,,31363.4
0.0,5116.0,0.0,,,,,80000.0,0.0,0.0,80000.0,0.0,,P159_130_59,a55475b1,30000.0,a55475b1,,,a55475b1,a55475b1,70000.0,a55475b1,a55475b1,46500.0,88900.0,,40024.0,,,,,P17_3_178,0.0,0.0,0.0,0.0,55700.0,,2fc785b2,a55475b1,a55475b1,a55475b1,a55475b1,,,,
,1823.6,0.0,,,,,45596.2,0.0,0.0,30396.201,0.0,30396.201,a55475b1,a55475b1,,P94_109_143,,,a55475b1,a55475b1,40000.0,P94_109_143,P94_109_143,,0.0,,0.0,,,,,a55475b1,30396.201,,,0.0,0.0,,a55475b1,a55475b1,a55475b1,a55475b1,a55475b1,,,,
,3810.8,0.0,,,,,18437.0,0.0,0.0,18437.0,0.0,,a55475b1,a55475b1,,a55475b1,,,a55475b1,a55475b1,,a55475b1,a55475b1,,,,,,,,,a55475b1,18437.0,,,0.0,0.0,,a55475b1,a55475b1,a55475b1,a55475b1,a55475b1,,,,0.0
9709.8,2520.8,3934.2,4710.0,,45261.8,,24362.6,43269.8,43269.8,24362.6,0.0,,P109_133_183,a55475b1,37440.0,a55475b1,,,a55475b1,a55475b1,40000.0,P99_56_166,P30_86_84,70000.0,10080.0,,46285.6,4856.4,,47253.8,,P111_135_181,24362.6,43269.8,,43269.8,62984.0,,a55475b1,6b2ae0fa,a55475b1,a7fcb6e5,a55475b1,,,,18648.4
73455.0,3972.4001,7225.6,5169.8003,,74083.375,,52000.0,64595.6,15645.8,52000.0,0.0,,P12_6_178,a55475b1,27884.6,a55475b1,,,a55475b1,a55475b1,,a55475b1,a55475b1,69120.0,59990.0,,84930.32,7225.6,,111185.6,,P117_30_169,52000.0,64595.6,,64595.6,137720.0,,a55475b1,a55475b1,a55475b1,a55475b1,a55475b1,,,,8072.4
0.0,3129.2,0.0,,,,0.0,52156.402,0.0,0.0,34756.402,0.0,34756.402,P12_6_178,a55475b1,7398.0,a55475b1,,,a55475b1,a55475b1,3315.6,a55475b1,a55475b1,,0.0,,7398.0,,,,0.0,a55475b1,34756.402,9531.8,9531.8,0.0,0.0,9087.8,a55475b1,717ddd49,a55475b1,3439d993,a55475b1,,,,
